STATE,DISTRICT,MARGIN
Connecticut,15,6.069999999999993
Nevada,15,6.069999999999993
Maryland,15,6.069999999999993
Illinois,15,6.069999999999993
Texas,15,6.069999999999993
Louisiana,15,6.069999999999993
New Hampshire,15,6.069999999999993
California,15,6.069999999999993
New York,15,6.069999999999993
Georgia,15,6.069999999999993
Alaska,15,6.069999999999993
Virginia,15,6.069999999999993
Michigan,15,6.069999999999993
Missouri,15,6.069999999999993
Mississippi,15,6.069999999999993
Northern Mariana Islands,15,6.069999999999993
North Dakota,15,6.069999999999993
Guam,15,6.069999999999993
West Virginia,15,6.069999999999993
Florida,15,6.069999999999993
North Carolina,15,6.069999999999993
Wisconsin,15,6.069999999999993
District of Columbia,15,6.069999999999993
Arkansas,15,6.069999999999993
New Mexico,15,6.069999999999993
Washington,15,6.069999999999993
South Dakota,15,6.069999999999993
Montana,15,6.069999999999993
Hawaii,15,6.069999999999993
Maine,15,6.069999999999993
Colorado,15,6.069999999999993
Utah,15,6.069999999999993
Indiana,15,6.069999999999993
Oregon,15,6.069999999999993
Tennessee,15,6.069999999999993
American Samoa,15,6.069999999999993
Massachusetts,15,6.069999999999993
Kentucky,15,6.069999999999993
South Carolina,15,6.069999999999993
New Jersey,15,6.069999999999993
Pennsylvania,15,6.069999999999993
Kansas,15,6.069999999999993
Wyoming,15,6.069999999999993
Vermont,15,6.069999999999993
Nebraska,15,6.069999999999993
Virgin Islands,15,6.069999999999993
Minnesota,15,6.069999999999993
Alabama,15,6.069999999999993
Oklahoma,15,6.069999999999993
Ohio,15,6.069999999999993
Delaware,15,6.069999999999993
Arizona,15,6.069999999999993
Rhode Island,15,6.069999999999993
Vermont,25,6.8799999999999955
Iowa,25,6.8799999999999955
New York,25,6.8799999999999955
Hawaii,25,6.8799999999999955
Utah,25,6.8799999999999955
Michigan,25,6.8799999999999955
Oregon,25,6.8799999999999955
New Jersey,25,6.8799999999999955
Pennsylvania,25,6.8799999999999955
New Hampshire,25,6.8799999999999955
Maine,25,6.8799999999999955
Guam,25,6.8799999999999955
Missouri,25,6.8799999999999955
North Carolina,25,6.8799999999999955
Virgin Islands,25,6.8799999999999955
American Samoa,25,6.8799999999999955
Arkansas,25,6.8799999999999955
New Mexico,25,6.8799999999999955
Oklahoma,25,6.8799999999999955
Massachusetts,25,6.8799999999999955
Washington,25,6.8799999999999955
Kansas,25,6.8799999999999955
Nebraska,25,6.8799999999999955
Louisiana,25,6.8799999999999955
Minnesota,25,6.8799999999999955
Virginia,25,6.8799999999999955
Alabama,25,6.8799999999999955
West Virginia,25,6.8799999999999955
Connecticut,25,6.8799999999999955
Mississippi,25,6.8799999999999955
Colorado,25,6.8799999999999955
Idaho,25,6.8799999999999955
Delaware,25,6.8799999999999955
Nevada,25,6.8799999999999955
South Dakota,25,6.8799999999999955
Rhode Island,25,6.8799999999999955
Tennessee,25,6.8799999999999955
North Dakota,25,6.8799999999999955
California,25,6.8799999999999955
Wisconsin,25,6.8799999999999955
Indiana,25,6.8799999999999955
Maryland,25,6.8799999999999955
Illinois,25,6.8799999999999955
Montana,25,6.8799999999999955
Kentucky,25,6.8799999999999955
Georgia,25,6.8799999999999955
Wyoming,25,6.8799999999999955
Alaska,25,6.8799999999999955
Ohio,25,6.8799999999999955
District of Columbia,25,6.8799999999999955
Northern Mariana Islands,25,6.8799999999999955
Florida,25,6.8799999999999955
Arizona,25,6.8799999999999955
South Carolina,25,6.8799999999999955
Texas,25,6.8799999999999955
Hawaii,0,6.920000000000002
Louisiana,0,6.920000000000002
Oklahoma,0,6.920000000000002
Georgia,0,6.920000000000002
South Dakota,0,6.920000000000002
Illinois,0,6.920000000000002
Idaho,0,6.920000000000002
Mississippi,0,6.920000000000002
Nevada,0,6.920000000000002
Maine,0,6.920000000000002
Texas,0,6.920000000000002
Massachusetts,0,6.920000000000002
South Carolina,0,6.920000000000002
Utah,0,6.920000000000002
Vermont,0,6.920000000000002
Michigan,0,6.920000000000002
Nebraska,0,6.920000000000002
Maryland,0,6.920000000000002
West Virginia,0,6.920000000000002
Montana,0,6.920000000000002
Connecticut,0,6.920000000000002
District of Columbia,0,6.920000000000002
Colorado,0,6.920000000000002
Delaware,0,6.920000000000002
Ohio,0,6.920000000000002
North Dakota,0,6.920000000000002
Northern Mariana Islands,0,6.920000000000002
Guam,0,6.920000000000002
Virgin Islands,0,6.920000000000002
Florida,0,6.920000000000002
North Carolina,0,6.920000000000002
California,0,6.920000000000002
American Samoa,0,6.920000000000002
Iowa,0,6.920000000000002
New York,0,6.920000000000002
Wisconsin,0,6.920000000000002
Washington,0,6.920000000000002
New Mexico,0,6.920000000000002
Missouri,0,6.920000000000002
Indiana,0,6.920000000000002
New Jersey,0,6.920000000000002
Minnesota,0,6.920000000000002
Alabama,0,6.920000000000002
Kentucky,0,6.920000000000002
Arkansas,0,6.920000000000002
Wyoming,0,6.920000000000002
Alaska,0,6.920000000000002
Virginia,0,6.920000000000002
Rhode Island,0,6.920000000000002
Oregon,0,6.920000000000002
Tennessee,0,6.920000000000002
Arizona,0,6.920000000000002
Pennsylvania,0,6.920000000000002
Kansas,0,6.920000000000002
New Hampshire,0,6.920000000000002
Hawaii,11,9.730000000000004
Wisconsin,11,9.730000000000004
Utah,11,9.730000000000004
South Dakota,11,9.730000000000004
Oregon,11,9.730000000000004
Tennessee,11,9.730000000000004
Montana,11,9.730000000000004
District of Columbia,11,9.730000000000004
Indiana,11,9.730000000000004
Virgin Islands,11,9.730000000000004
American Samoa,11,9.730000000000004
Oklahoma,11,9.730000000000004
Massachusetts,11,9.730000000000004
New Jersey,11,9.730000000000004
Kentucky,11,9.730000000000004
South Carolina,11,9.730000000000004
Pennsylvania,11,9.730000000000004
Kansas,11,9.730000000000004
Wyoming,11,9.730000000000004
Vermont,11,9.730000000000004
Connecticut,11,9.730000000000004
Nebraska,11,9.730000000000004
Arkansas,11,9.730000000000004
Minnesota,11,9.730000000000004
Alabama,11,9.730000000000004
Idaho,11,9.730000000000004
Delaware,11,9.730000000000004
Nevada,11,9.730000000000004
Maine,11,9.730000000000004
Arizona,11,9.730000000000004
Rhode Island,11,9.730000000000004
Texas,11,9.730000000000004
California,11,9.730000000000004
Iowa,11,9.730000000000004
New York,11,9.730000000000004
Louisiana,11,9.730000000000004
Michigan,11,9.730000000000004
Ohio,11,9.730000000000004
Maryland,11,9.730000000000004
Illinois,11,9.730000000000004
Georgia,11,9.730000000000004
Alaska,11,9.730000000000004
Virginia,11,9.730000000000004
Guam,11,9.730000000000004
West Virginia,11,9.730000000000004
Florida,11,9.730000000000004
Missouri,11,9.730000000000004
Mississippi,11,9.730000000000004
Colorado,11,9.730000000000004
North Carolina,11,9.730000000000004
New Mexico,11,9.730000000000004
Washington,11,9.730000000000004
New Hampshire,11,9.730000000000004
Northern Mariana Islands,11,9.730000000000004
North Dakota,11,9.730000000000004
Mississippi,19,9.970000000000013
Arizona,19,9.970000000000013
Rhode Island,19,9.970000000000013
California,19,9.970000000000013
American Samoa,19,9.970000000000013
Maryland,19,9.970000000000013
Florida,19,9.970000000000013
Pennsylvania,19,9.970000000000013
Kansas,19,9.970000000000013
Louisiana,19,9.970000000000013
Minnesota,19,9.970000000000013
Alabama,19,9.970000000000013
West Virginia,19,9.970000000000013
New Jersey,19,9.970000000000013
Montana,19,9.970000000000013
Colorado,19,9.970000000000013
Alaska,19,9.970000000000013
Guam,19,9.970000000000013
Missouri,19,9.970000000000013
North Dakota,19,9.970000000000013
Texas,19,9.970000000000013
Iowa,19,9.970000000000013
New York,19,9.970000000000013
Washington,19,9.970000000000013
Wisconsin,19,9.970000000000013
Ohio,19,9.970000000000013
South Carolina,19,9.970000000000013
Michigan,19,9.970000000000013
Vermont,19,9.970000000000013
Oregon,19,9.970000000000013
Nevada,19,9.970000000000013
Oklahoma,19,9.970000000000013
Georgia,19,9.970000000000013
Maine,19,9.970000000000013
District of Columbia,19,9.970000000000013
North Carolina,19,9.970000000000013
New Mexico,19,9.970000000000013
Arkansas,19,9.970000000000013
Massachusetts,19,9.970000000000013
New Hampshire,19,9.970000000000013
Northern Mariana Islands,19,9.970000000000013
Indiana,19,9.970000000000013
Hawaii,19,9.970000000000013
Virgin Islands,19,9.970000000000013
Illinois,19,9.970000000000013
Kentucky,19,9.970000000000013
Connecticut,19,9.970000000000013
Idaho,19,9.970000000000013
Utah,19,9.970000000000013
Delaware,19,9.970000000000013
Wyoming,19,9.970000000000013
South Dakota,19,9.970000000000013
Nebraska,19,9.970000000000013
Virginia,19,9.970000000000013
Tennessee,19,9.970000000000013
Kentucky,2,10.5
Pennsylvania,2,10.5
South Carolina,2,10.5
Utah,2,10.5
Wyoming,2,10.5
Mississippi,2,10.5
Vermont,2,10.5
Oregon,2,10.5
Nebraska,2,10.5
West Virginia,2,10.5
Montana,2,10.5
Tennessee,2,10.5
Colorado,2,10.5
Northern Mariana Islands,2,10.5
Virgin Islands,2,10.5
District of Columbia,2,10.5
California,2,10.5
American Samoa,2,10.5
Wisconsin,2,10.5
Missouri,2,10.5
South Dakota,2,10.5
Illinois,2,10.5
Minnesota,2,10.5
Alabama,2,10.5
Idaho,2,10.5
Nevada,2,10.5
Arkansas,2,10.5
Arizona,2,10.5
Maine,2,10.5
Ohio,2,10.5
Alaska,2,10.5
Virginia,2,10.5
Rhode Island,2,10.5
New Jersey,2,10.5
Texas,2,10.5
Massachusetts,2,10.5
New Hampshire,2,10.5
Kansas,2,10.5
Michigan,2,10.5
Maryland,2,10.5
Connecticut,2,10.5
Louisiana,2,10.5
Delaware,2,10.5
Georgia,2,10.5
Guam,2,10.5
Hawaii,2,10.5
Florida,2,10.5
North Carolina,2,10.5
Iowa,2,10.5
New York,2,10.5
Washington,2,10.5
New Mexico,2,10.5
Oklahoma,2,10.5
Indiana,2,10.5
North Dakota,2,10.5
American Samoa,13,11.519999999999996
District of Columbia,13,11.519999999999996
South Carolina,13,11.519999999999996
Pennsylvania,13,11.519999999999996
Kansas,13,11.519999999999996
Guam,13,11.519999999999996
Vermont,13,11.519999999999996
Hawaii,13,11.519999999999996
Nebraska,13,11.519999999999996
Louisiana,13,11.519999999999996
North Carolina,13,11.519999999999996
Virgin Islands,13,11.519999999999996
Minnesota,13,11.519999999999996
Alabama,13,11.519999999999996
Arkansas,13,11.519999999999996
New Hampshire,13,11.519999999999996
New Mexico,13,11.519999999999996
Washington,13,11.519999999999996
New Jersey,13,11.519999999999996
South Dakota,13,11.519999999999996
Connecticut,13,11.519999999999996
Rhode Island,13,11.519999999999996
Indiana,13,11.519999999999996
Oregon,13,11.519999999999996
Tennessee,13,11.519999999999996
Massachusetts,13,11.519999999999996
California,13,11.519999999999996
Kentucky,13,11.519999999999996
Georgia,13,11.519999999999996
Wyoming,13,11.519999999999996
Alaska,13,11.519999999999996
Missouri,13,11.519999999999996
Virginia,13,11.519999999999996
Oklahoma,13,11.519999999999996
Delaware,13,11.519999999999996
Maine,13,11.519999999999996
Northern Mariana Islands,13,11.519999999999996
North Dakota,13,11.519999999999996
Arizona,13,11.519999999999996
Ohio,13,11.519999999999996
West Virginia,13,11.519999999999996
Colorado,13,11.519999999999996
Idaho,13,11.519999999999996
Iowa,13,11.519999999999996
Wisconsin,13,11.519999999999996
Nevada,13,11.519999999999996
Florida,13,11.519999999999996
Maryland,13,11.519999999999996
Illinois,13,11.519999999999996
Texas,13,11.519999999999996
Montana,13,11.519999999999996
New York,13,11.519999999999996
Utah,13,11.519999999999996
Mississippi,13,11.519999999999996
Michigan,13,11.519999999999996
New Jersey,6,11.779999999999987
Massachusetts,6,11.779999999999987
District of Columbia,6,11.779999999999987
Idaho,6,11.779999999999987
Nevada,6,11.779999999999987
Kansas,6,11.779999999999987
Maryland,6,11.779999999999987
Texas,6,11.779999999999987
Missouri,6,11.779999999999987
Delaware,6,11.779999999999987
Georgia,6,11.779999999999987
New Hampshire,6,11.779999999999987
Michigan,6,11.779999999999987
Connecticut,6,11.779999999999987
Iowa,6,11.779999999999987
Hawaii,6,11.779999999999987
Indiana,6,11.779999999999987
North Dakota,6,11.779999999999987
Guam,6,11.779999999999987
Florida,6,11.779999999999987
North Carolina,6,11.779999999999987
Mississippi,6,11.779999999999987
Kentucky,6,11.779999999999987
South Carolina,6,11.779999999999987
New York,6,11.779999999999987
Arkansas,6,11.779999999999987
Washington,6,11.779999999999987
New Mexico,6,11.779999999999987
Wyoming,6,11.779999999999987
Vermont,6,11.779999999999987
Nebraska,6,11.779999999999987
Montana,6,11.779999999999987
Pennsylvania,6,11.779999999999987
Northern Mariana Islands,6,11.779999999999987
Utah,6,11.779999999999987
Arizona,6,11.779999999999987
Oregon,6,11.779999999999987
Ohio,6,11.779999999999987
West Virginia,6,11.779999999999987
Tennessee,6,11.779999999999987
American Samoa,6,11.779999999999987
Colorado,6,11.779999999999987
Wisconsin,6,11.779999999999987
South Dakota,6,11.779999999999987
Illinois,6,11.779999999999987
Virgin Islands,6,11.779999999999987
Minnesota,6,11.779999999999987
Alabama,6,11.779999999999987
California,6,11.779999999999987
Oklahoma,6,11.779999999999987
Maine,6,11.779999999999987
Louisiana,6,11.779999999999987
Alaska,6,11.779999999999987
Virginia,6,11.779999999999987
Rhode Island,6,11.779999999999987
Guam,47,11.980000000000004
Colorado,47,11.980000000000004
Wisconsin,47,11.980000000000004
New Mexico,47,11.980000000000004
American Samoa,47,11.980000000000004
New Hampshire,47,11.980000000000004
South Dakota,47,11.980000000000004
Kentucky,47,11.980000000000004
Pennsylvania,47,11.980000000000004
Vermont,47,11.980000000000004
Nebraska,47,11.980000000000004
Virgin Islands,47,11.980000000000004
Minnesota,47,11.980000000000004
Utah,47,11.980000000000004
Indiana,47,11.980000000000004
Oregon,47,11.980000000000004
Maine,47,11.980000000000004
Tennessee,47,11.980000000000004
Ohio,47,11.980000000000004
Massachusetts,47,11.980000000000004
Missouri,47,11.980000000000004
Connecticut,47,11.980000000000004
South Carolina,47,11.980000000000004
Idaho,47,11.980000000000004
Kansas,47,11.980000000000004
Wyoming,47,11.980000000000004
Nevada,47,11.980000000000004
New Jersey,47,11.980000000000004
Alabama,47,11.980000000000004
Oklahoma,47,11.980000000000004
Texas,47,11.980000000000004
California,47,11.980000000000004
Arizona,47,11.980000000000004
Rhode Island,47,11.980000000000004
Iowa,47,11.980000000000004
Michigan,47,11.980000000000004
Delaware,47,11.980000000000004
Maryland,47,11.980000000000004
Illinois,47,11.980000000000004
District of Columbia,47,11.980000000000004
New York,47,11.980000000000004
West Virginia,47,11.980000000000004
Florida,47,11.980000000000004
North Carolina,47,11.980000000000004
Louisiana,47,11.980000000000004
Georgia,47,11.980000000000004
Alaska,47,11.980000000000004
Arkansas,47,11.980000000000004
Virginia,47,11.980000000000004
Washington,47,11.980000000000004
Mississippi,47,11.980000000000004
Hawaii,47,11.980000000000004
Montana,47,11.980000000000004
Northern Mariana Islands,47,11.980000000000004
North Dakota,47,11.980000000000004
Vermont,23,12.170000000000002
Texas,23,12.170000000000002
New York,23,12.170000000000002
Washington,23,12.170000000000002
Ohio,23,12.170000000000002
Georgia,23,12.170000000000002
Oklahoma,23,12.170000000000002
Michigan,23,12.170000000000002
Oregon,23,12.170000000000002
Massachusetts,23,12.170000000000002
New Hampshire,23,12.170000000000002
Northern Mariana Islands,23,12.170000000000002
Indiana,23,12.170000000000002
Nevada,23,12.170000000000002
District of Columbia,23,12.170000000000002
North Carolina,23,12.170000000000002
Illinois,23,12.170000000000002
Kentucky,23,12.170000000000002
New Mexico,23,12.170000000000002
Hawaii,23,12.170000000000002
Delaware,23,12.170000000000002
Wyoming,23,12.170000000000002
South Dakota,23,12.170000000000002
Nebraska,23,12.170000000000002
Virgin Islands,23,12.170000000000002
Virginia,23,12.170000000000002
Mississippi,23,12.170000000000002
Connecticut,23,12.170000000000002
Idaho,23,12.170000000000002
Utah,23,12.170000000000002
Arizona,23,12.170000000000002
Rhode Island,23,12.170000000000002
Colorado,23,12.170000000000002
Maine,23,12.170000000000002
Tennessee,23,12.170000000000002
American Samoa,23,12.170000000000002
Maryland,23,12.170000000000002
Pennsylvania,23,12.170000000000002
Florida,23,12.170000000000002
Kansas,23,12.170000000000002
Louisiana,23,12.170000000000002
Minnesota,23,12.170000000000002
Alabama,23,12.170000000000002
California,23,12.170000000000002
Montana,23,12.170000000000002
Alaska,23,12.170000000000002
Missouri,23,12.170000000000002
North Dakota,23,12.170000000000002
West Virginia,23,12.170000000000002
Iowa,23,12.170000000000002
New Jersey,23,12.170000000000002
Wisconsin,23,12.170000000000002
South Carolina,23,12.170000000000002
Guam,23,12.170000000000002
Arkansas,23,12.170000000000002
Oregon,31,12.32
Massachusetts,31,12.32
District of Columbia,31,12.32
Rhode Island,31,12.32
New Jersey,31,12.32
Northern Mariana Islands,31,12.32
South Carolina,31,12.32
Guam,31,12.32
North Carolina,31,12.32
Vermont,31,12.32
Arkansas,31,12.32
Oklahoma,31,12.32
New Mexico,31,12.32
Washington,31,12.32
Delaware,31,12.32
South Dakota,31,12.32
New Hampshire,31,12.32
Connecticut,31,12.32
Idaho,31,12.32
Utah,31,12.32
Indiana,31,12.32
Nevada,31,12.32
Tennessee,31,12.32
American Samoa,31,12.32
Maryland,31,12.32
Illinois,31,12.32
Kentucky,31,12.32
Maine,31,12.32
Pennsylvania,31,12.32
Kansas,31,12.32
Wyoming,31,12.32
Nebraska,31,12.32
Louisiana,31,12.32
Virgin Islands,31,12.32
Minnesota,31,12.32
Virginia,31,12.32
Alabama,31,12.32
Mississippi,31,12.32
Ohio,31,12.32
Arizona,31,12.32
North Dakota,31,12.32
West Virginia,31,12.32
Florida,31,12.32
Iowa,31,12.32
Hawaii,31,12.32
Colorado,31,12.32
Wisconsin,31,12.32
Texas,31,12.32
California,31,12.32
Montana,31,12.32
New York,31,12.32
Georgia,31,12.32
Alaska,31,12.32
Michigan,31,12.32
Missouri,31,12.32
Tennessee,10,12.799999999999997
Colorado,10,12.799999999999997
New Jersey,10,12.799999999999997
Washington,10,12.799999999999997
Northern Mariana Islands,10,12.799999999999997
Indiana,10,12.799999999999997
Hawaii,10,12.799999999999997
American Samoa,10,12.799999999999997
Ohio,10,12.799999999999997
Oklahoma,10,12.799999999999997
Wisconsin,10,12.799999999999997
Kentucky,10,12.799999999999997
South Carolina,10,12.799999999999997
Wyoming,10,12.799999999999997
South Dakota,10,12.799999999999997
Vermont,10,12.799999999999997
Missouri,10,12.799999999999997
Montana,10,12.799999999999997
Minnesota,10,12.799999999999997
Alabama,10,12.799999999999997
Idaho,10,12.799999999999997
Arizona,10,12.799999999999997
Texas,10,12.799999999999997
Virgin Islands,10,12.799999999999997
Connecticut,10,12.799999999999997
Massachusetts,10,12.799999999999997
California,10,12.799999999999997
New Hampshire,10,12.799999999999997
Pennsylvania,10,12.799999999999997
Kansas,10,12.799999999999997
Michigan,10,12.799999999999997
Maryland,10,12.799999999999997
Illinois,10,12.799999999999997
Louisiana,10,12.799999999999997
Delaware,10,12.799999999999997
Nevada,10,12.799999999999997
District of Columbia,10,12.799999999999997
Maine,10,12.799999999999997
Georgia,10,12.799999999999997
Alaska,10,12.799999999999997
Virginia,10,12.799999999999997
Rhode Island,10,12.799999999999997
Florida,10,12.799999999999997
North Carolina,10,12.799999999999997
Nebraska,10,12.799999999999997
Iowa,10,12.799999999999997
New York,10,12.799999999999997
Arkansas,10,12.799999999999997
New Mexico,10,12.799999999999997
North Dakota,10,12.799999999999997
Mississippi,10,12.799999999999997
Utah,10,12.799999999999997
Oregon,10,12.799999999999997
Guam,10,12.799999999999997
West Virginia,10,12.799999999999997
District of Columbia,34,13.070000000000007
South Dakota,34,13.070000000000007
New Hampshire,34,13.070000000000007
Illinois,34,13.070000000000007
Missouri,34,13.070000000000007
Alabama,34,13.070000000000007
Ohio,34,13.070000000000007
Louisiana,34,13.070000000000007
Michigan,34,13.070000000000007
Maine,34,13.070000000000007
Alaska,34,13.070000000000007
Virginia,34,13.070000000000007
Hawaii,34,13.070000000000007
Delaware,34,13.070000000000007
Rhode Island,34,13.070000000000007
Massachusetts,34,13.070000000000007
Florida,34,13.070000000000007
North Carolina,34,13.070000000000007
Kansas,34,13.070000000000007
Washington,34,13.070000000000007
Maryland,34,13.070000000000007
New Jersey,34,13.070000000000007
Pennsylvania,34,13.070000000000007
Georgia,34,13.070000000000007
Kentucky,34,13.070000000000007
Guam,34,13.070000000000007
Vermont,34,13.070000000000007
Nebraska,34,13.070000000000007
Iowa,34,13.070000000000007
New York,34,13.070000000000007
West Virginia,34,13.070000000000007
Montana,34,13.070000000000007
New Mexico,34,13.070000000000007
Indiana,34,13.070000000000007
North Dakota,34,13.070000000000007
Oklahoma,34,13.070000000000007
Virgin Islands,34,13.070000000000007
South Carolina,34,13.070000000000007
California,34,13.070000000000007
Connecticut,34,13.070000000000007
American Samoa,34,13.070000000000007
Utah,34,13.070000000000007
Wyoming,34,13.070000000000007
Oregon,34,13.070000000000007
Tennessee,34,13.070000000000007
Colorado,34,13.070000000000007
Mississippi,34,13.070000000000007
Arkansas,34,13.070000000000007
Minnesota,34,13.070000000000007
Idaho,34,13.070000000000007
Northern Mariana Islands,34,13.070000000000007
Arizona,34,13.070000000000007
Nevada,34,13.070000000000007
Wisconsin,34,13.070000000000007
Texas,34,13.070000000000007
Arkansas,41,13.280000000000001
Washington,41,13.280000000000001
Louisiana,41,13.280000000000001
Maryland,41,13.280000000000001
Illinois,41,13.280000000000001
Vermont,41,13.280000000000001
Missouri,41,13.280000000000001
Hawaii,41,13.280000000000001
Nebraska,41,13.280000000000001
Minnesota,41,13.280000000000001
Guam,41,13.280000000000001
Connecticut,41,13.280000000000001
New Mexico,41,13.280000000000001
South Carolina,41,13.280000000000001
Kansas,41,13.280000000000001
Pennsylvania,41,13.280000000000001
Ohio,41,13.280000000000001
Alabama,41,13.280000000000001
District of Columbia,41,13.280000000000001
South Dakota,41,13.280000000000001
Oregon,41,13.280000000000001
Kentucky,41,13.280000000000001
Rhode Island,41,13.280000000000001
Tennessee,41,13.280000000000001
West Virginia,41,13.280000000000001
Idaho,41,13.280000000000001
Delaware,41,13.280000000000001
Indiana,41,13.280000000000001
Nevada,41,13.280000000000001
Massachusetts,41,13.280000000000001
Texas,41,13.280000000000001
California,41,13.280000000000001
Florida,41,13.280000000000001
Georgia,41,13.280000000000001
Wyoming,41,13.280000000000001
Alaska,41,13.280000000000001
Virginia,41,13.280000000000001
Colorado,41,13.280000000000001
Michigan,41,13.280000000000001
Montana,41,13.280000000000001
Oklahoma,41,13.280000000000001
Maine,41,13.280000000000001
Northern Mariana Islands,41,13.280000000000001
North Dakota,41,13.280000000000001
Arizona,41,13.280000000000001
Mississippi,41,13.280000000000001
Iowa,41,13.280000000000001
New York,41,13.280000000000001
Wisconsin,41,13.280000000000001
New Jersey,41,13.280000000000001
North Carolina,41,13.280000000000001
Virgin Islands,41,13.280000000000001
American Samoa,41,13.280000000000001
New Hampshire,41,13.280000000000001
Utah,41,13.280000000000001
Oregon,22,14.049999999999997
West Virginia,22,14.049999999999997
Iowa,22,14.049999999999997
Hawaii,22,14.049999999999997
Colorado,22,14.049999999999997
Wisconsin,22,14.049999999999997
Indiana,22,14.049999999999997
New Hampshire,22,14.049999999999997
Guam,22,14.049999999999997
Louisiana,22,14.049999999999997
Florida,22,14.049999999999997
Arkansas,22,14.049999999999997
North Carolina,22,14.049999999999997
Illinois,22,14.049999999999997
Kentucky,22,14.049999999999997
New York,22,14.049999999999997
Washington,22,14.049999999999997
New Mexico,22,14.049999999999997
Wyoming,22,14.049999999999997
Oklahoma,22,14.049999999999997
Nebraska,22,14.049999999999997
Virginia,22,14.049999999999997
Massachusetts,22,14.049999999999997
District of Columbia,22,14.049999999999997
Idaho,22,14.049999999999997
Northern Mariana Islands,22,14.049999999999997
Utah,22,14.049999999999997
Arizona,22,14.049999999999997
Nevada,22,14.049999999999997
Tennessee,22,14.049999999999997
American Samoa,22,14.049999999999997
Maine,22,14.049999999999997
Ohio,22,14.049999999999997
Maryland,22,14.049999999999997
Delaware,22,14.049999999999997
South Dakota,22,14.049999999999997
Virgin Islands,22,14.049999999999997
Minnesota,22,14.049999999999997
Alabama,22,14.049999999999997
California,22,14.049999999999997
Mississippi,22,14.049999999999997
Connecticut,22,14.049999999999997
Alaska,22,14.049999999999997
Rhode Island,22,14.049999999999997
Missouri,22,14.049999999999997
North Dakota,22,14.049999999999997
Pennsylvania,22,14.049999999999997
South Carolina,22,14.049999999999997
Kansas,22,14.049999999999997
Vermont,22,14.049999999999997
Texas,22,14.049999999999997
Montana,22,14.049999999999997
Georgia,22,14.049999999999997
New Jersey,22,14.049999999999997
Michigan,22,14.049999999999997
West Virginia,29,14.939999999999998
New Hampshire,29,14.939999999999998
Idaho,29,14.939999999999998
Wisconsin,29,14.939999999999998
Indiana,29,14.939999999999998
Nevada,29,14.939999999999998
Tennessee,29,14.939999999999998
Maryland,29,14.939999999999998
Connecticut,29,14.939999999999998
California,29,14.939999999999998
Illinois,29,14.939999999999998
Montana,29,14.939999999999998
Kentucky,29,14.939999999999998
Georgia,29,14.939999999999998
Wyoming,29,14.939999999999998
Colorado,29,14.939999999999998
Alaska,29,14.939999999999998
Ohio,29,14.939999999999998
Northern Mariana Islands,29,14.939999999999998
Arizona,29,14.939999999999998
South Carolina,29,14.939999999999998
Vermont,29,14.939999999999998
Iowa,29,14.939999999999998
Oklahoma,29,14.939999999999998
Hawaii,29,14.939999999999998
Texas,29,14.939999999999998
District of Columbia,29,14.939999999999998
New York,29,14.939999999999998
Utah,29,14.939999999999998
Michigan,29,14.939999999999998
Missouri,29,14.939999999999998
New Jersey,29,14.939999999999998
American Samoa,29,14.939999999999998
Oregon,29,14.939999999999998
Florida,29,14.939999999999998
Massachusetts,29,14.939999999999998
Pennsylvania,29,14.939999999999998
Kansas,29,14.939999999999998
Mississippi,29,14.939999999999998
Guam,29,14.939999999999998
Nebraska,29,14.939999999999998
Louisiana,29,14.939999999999998
North Carolina,29,14.939999999999998
Virgin Islands,29,14.939999999999998
Minnesota,29,14.939999999999998
Virginia,29,14.939999999999998
Alabama,29,14.939999999999998
Arkansas,29,14.939999999999998
New Mexico,29,14.939999999999998
Washington,29,14.939999999999998
Delaware,29,14.939999999999998
South Dakota,29,14.939999999999998
Maine,29,14.939999999999998
Rhode Island,29,14.939999999999998
North Dakota,29,14.939999999999998
Ohio,53,17.680000000000007
Nebraska,53,17.680000000000007
Virgin Islands,53,17.680000000000007
Texas,53,17.680000000000007
Northern Mariana Islands,53,17.680000000000007
Washington,53,17.680000000000007
Iowa,53,17.680000000000007
Michigan,53,17.680000000000007
Florida,53,17.680000000000007
American Samoa,53,17.680000000000007
Guam,53,17.680000000000007
Virginia,53,17.680000000000007
Nevada,53,17.680000000000007
Pennsylvania,53,17.680000000000007
Mississippi,53,17.680000000000007
New York,53,17.680000000000007
North Carolina,53,17.680000000000007
Minnesota,53,17.680000000000007
California,53,17.680000000000007
Connecticut,53,17.680000000000007
Montana,53,17.680000000000007
Utah,53,17.680000000000007
Kentucky,53,17.680000000000007
Maine,53,17.680000000000007
Rhode Island,53,17.680000000000007
Arkansas,53,17.680000000000007
New Jersey,53,17.680000000000007
Delaware,53,17.680000000000007
Oregon,53,17.680000000000007
Massachusetts,53,17.680000000000007
Indiana,53,17.680000000000007
West Virginia,53,17.680000000000007
Kansas,53,17.680000000000007
Idaho,53,17.680000000000007
Louisiana,53,17.680000000000007
Alabama,53,17.680000000000007
Illinois,53,17.680000000000007
District of Columbia,53,17.680000000000007
New Mexico,53,17.680000000000007
Vermont,53,17.680000000000007
Oklahoma,53,17.680000000000007
Wyoming,53,17.680000000000007
Alaska,53,17.680000000000007
South Dakota,53,17.680000000000007
North Dakota,53,17.680000000000007
Colorado,53,17.680000000000007
